IP Address,TimeStamp,Transfer(s1),s2,s3,s4,s5,Priority,Membership
160.232.8.16,13-01-2023 20.20,3.345,2.007,1.338,1.967,1.378,1,Basic Membership
181.248.0.1,13-01-2023 20.25,3.6215,1.34,2.282,1.747,1.875,3,Premium Membership
185.288.5.7,13-01-2023 20.30,3.45425,2.383,1.071,2.031,1.423,4,Basic Membership
186.279.9.11,13-01-2023 20.35,3.9405,2.68,1.26,2.006,1.934,2,Basic Membership
155.209.7.3,13-01-2023 20.40,3.05275,2.106,0.947,1.276,1.777,3,Basic Membership
187.240.11.19,13-01-2023 20.45,3.23225,2.23,1.002,1.809,1.423,4,Basic Membership
173.335.3.9,13-01-2023 20.50,3.04925,1.311,1.738,0.985,2.064,0,Basic Membership
177.308.8.14,13-01-2023 20.55,3.4685,1.561,1.908,1.766,1.703,2,Basic Membership
154.211.13.10,13-01-2023 21.00,3.6925,0.738,2.954,2.045,1.647,2,Premium Membership
175.217.18.4,13-01-2023 21.05,3.4665,1.352,2.114,2.329,1.137,4,Basic Membership
175.327.1.17,13-01-2023 21.10,3.9655,2.022,1.944,2.052,1.914,3,Basic Membership
182.267.14.0,13-01-2023 21.15,3.43825,2.235,1.203,2.114,1.324,2,Premium Membership
150.251.5.18,13-01-2023 21.20,3.093,1.639,1.454,2.229,0.864,3,Basic Membership
181.341.0.9,13-01-2023 21.25,3.616,0.832,2.784,1.063,2.553,2,Premium Membership
154.209.11.1,13-01-2023 21.30,3.7045,1.852,1.852,1.945,1.759,4,Premium Membership
171.204.5.12,13-01-2023 21.35,3.442,1.033,2.409,2.041,1.401,3,Basic Membership
169.219.2.17,13-01-2023 21.40,3.49775,0.77,2.728,1.38,2.118,2,Premium Membership
158.311.0.2,13-01-2023 21.45,3.77425,2.114,1.66,1.285,2.489,4,Basic Membership
183.342.6.3,13-01-2023 21.50,3.517,2.603,0.914,0.817,2.7,1,Basic Membership
167.237.16.2,13-01-2023 21.55,3.187,2.295,0.892,0.913,2.274,3,Premium Membership
154.309.14.4,13-01-2023 22.00,3.7945,1.594,2.2,2.233,1.561,2,Basic Membership
178.308.16.15,13-01-2023 22.05,3.09725,1.92,1.177,1.22,1.877,0,Basic Membership
181.310.16.4,13-01-2023 22.10,3.98875,1.915,2.074,1.92,2.069,4,Basic Membership
175.264.9.0,13-01-2023 22.15,3.81725,1.336,2.481,2.189,1.628,2,Basic Membership
184.200.4.12,13-01-2023 22.20,3.12325,1.249,1.874,1.093,2.03,1,Basic Membership
181.268.10.2,13-01-2023 22.25,3.30975,1.754,1.556,0.989,2.321,4,Basic Membership
189.223.20.3,13-01-2023 22.30,3.2535,2.147,1.107,1.315,1.939,2,Basic Membership
190.345.20.3,13-01-2023 22.35,3.2175,2.188,1.029,1.222,1.995,4,Basic Membership
154.239.15.4,13-01-2023 22.40,3.39375,2.274,1.12,1.434,1.96,2,Premium Membership
156.207.18.20,13-01-2023 22.45,3.61975,1.231,2.389,1.066,2.554,1,Premium Membership
173.335.3.9,13-01-2023 22.50,2.9345,0.646,2.288,1.682,1.252,3,Basic Membership
175.252.11.17,13-01-2023 22.55,3.5735,2.037,1.537,1.636,1.938,2,Basic Membership
158.297.7.13,13-01-2023 23.00,3.345,0.669,2.676,1.599,1.746,2,Basic Membership
181.296.9.9,13-01-2023 23.05,2.174,1.174,1,1.152,1.022,3,Basic Membership
170.260.0.7,13-01-2023 23.10,1.29375,0.595,0.699,0.621,0.673,3,Premium Membership
190.277.19.17,13-01-2023 23.15,1.2865,0.36,0.926,0.733,0.553,2,Basic Membership
173.238.18.15,13-01-2023 23.20,1.56775,1.082,0.486,0.395,1.173,0,Basic Membership
188.349.8.6,13-01-2023 23.25,1.53325,0.629,0.904,0.723,0.81,1,Premium Membership
189.213.7.7,13-01-2023 23.30,1.5815,0.933,0.648,0.775,0.806,0,Basic Membership
174.273.4.15,13-01-2023 23.35,0.51425,0.355,0.159,0.187,0.327,2,Basic Membership
158.215.19.3,13-01-2023 23.40,1.20925,0.871,0.338,0.492,0.717,4,Basic Membership
160.347.12.7,13-01-2023 23.45,1.118,0.704,0.414,0.526,0.592,3,Premium Membership
189.342.20.2,13-01-2023 23.50,0.873,0.498,0.375,0.619,0.254,4,Premium Membership
185.224.4.12,13-01-2023 23.55,0.92375,0.48,0.444,0.385,0.539,4,Basic Membership
162.327.7.1,14-01-2023 0.00,0.725,0.464,0.261,0.297,0.428,1,Basic Membership
168.307.1.10,14-01-2023 0.05,0.534,0.187,0.347,0.286,0.248,4,Basic Membership
182.289.2.20,14-01-2023 0.10,0.666,0.133,0.533,0.226,0.44,1,Premium Membership
172.203.7.5,14-01-2023 0.15,0.61375,0.147,0.467,0.268,0.346,3,Basic Membership
168.316.3.1,14-01-2023 0.20,0.7165,0.416,0.301,0.322,0.395,4,Basic Membership
166.276.3.5,14-01-2023 0.25,0.53575,0.284,0.252,0.246,0.29,3,Basic Membership
158.269.6.17,14-01-2023 0.30,0.5415,0.309,0.232,0.188,0.353,3,Premium Membership
166.305.14.6,14-01-2023 0.35,0.5045,0.202,0.302,0.331,0.173,4,Basic Membership
187.320.6.16,14-01-2023 0.40,0.541,0.184,0.357,0.25,0.291,1,Basic Membership
160.258.8.18,14-01-2023 0.45,0.55425,0.194,0.36,0.242,0.312,3,Basic Membership
175.270.15.20,14-01-2023 0.50,0.514,0.113,0.401,0.218,0.296,1,Basic Membership
153.298.13.19,14-01-2023 0.55,0.51725,0.357,0.16,0.275,0.242,4,Basic Membership
163.253.6.2,14-01-2023 1.00,0.5845,0.21,0.375,0.236,0.349,2,Basic Membership
167.261.2.9,14-01-2023 1.05,0.63075,0.397,0.234,0.369,0.262,0,Basic Membership
167.210.11.7,14-01-2023 1.10,0.691,0.228,0.463,0.346,0.345,2,Basic Membership
163.216.17.8,14-01-2023 1.15,0.58675,0.411,0.176,0.396,0.191,2,Premium Membership
181.254.18.20,14-01-2023 1.20,0.62575,0.188,0.438,0.225,0.401,2,Basic Membership
152.274.1.9,14-01-2023 1.25,0.702,0.309,0.393,0.341,0.361,1,Premium Membership
151.268.13.6,14-01-2023 1.30,0.57075,0.16,0.411,0.325,0.246,3,Basic Membership
161.214.11.0,14-01-2023 1.35,0.6785,0.149,0.529,0.229,0.449,3,Premium Membership
187.225.7.11,14-01-2023 1.40,0.72075,0.526,0.195,0.289,0.432,4,Premium Membership
165.203.2.11,14-01-2023 1.45,0.57575,0.138,0.438,0.382,0.194,4,Premium Membership
162.261.9.20,14-01-2023 1.50,0.67825,0.339,0.339,0.424,0.254,2,Basic Membership
176.299.7.12,14-01-2023 1.55,0.5025,0.372,0.13,0.189,0.313,1,Basic Membership
176.324.14.2,14-01-2023 2.00,0.59475,0.303,0.292,0.253,0.342,1,Premium Membership
155.303.2.13,14-01-2023 2.05,0.5685,0.182,0.387,0.201,0.368,0,Basic Membership
151.313.19.13,14-01-2023 2.10,0.664,0.193,0.471,0.304,0.36,4,Basic Membership
152.324.4.14,14-01-2023 2.15,0.721,0.224,0.497,0.299,0.422,4,Basic Membership
162.221.15.14,14-01-2023 2.20,0.666,0.493,0.173,0.25,0.416,3,Basic Membership
183.270.11.13,14-01-2023 2.25,0.6745,0.452,0.222,0.177,0.497,0,Basic Membership
150.286.1.5,14-01-2023 2.30,0.57225,0.395,0.177,0.289,0.283,3,Premium Membership
165.295.5.8,14-01-2023 2.35,0.56725,0.238,0.329,0.192,0.375,1,Basic Membership
180.217.3.19,14-01-2023 2.40,0.51575,0.237,0.279,0.282,0.234,1,Premium Membership
152.221.7.19,14-01-2023 2.45,0.65025,0.228,0.422,0.389,0.261,4,Basic Membership
153.332.17.17,14-01-2023 2.50,0.63,0.151,0.479,0.361,0.269,0,Premium Membership
168.319.7.5,14-01-2023 2.55,0.567,0.391,0.176,0.21,0.357,0,Basic Membership
153.332.17.17,14-01-2023 3.00,0.58875,0.336,0.253,0.348,0.241,1,Premium Membership
169.239.9.2,14-01-2023 3.05,1.29575,0.842,0.454,0.818,0.478,3,Premium Membership
168.344.3.8,14-01-2023 3.10,1.336,0.374,0.962,0.679,0.657,2,Basic Membership
171.260.10.20,14-01-2023 3.15,1.6635,0.932,0.731,1.07,0.593,2,Premium Membership
184.285.16.20,14-01-2023 3.20,1.3715,0.713,0.658,0.4,0.971,3,Basic Membership
177.286.1.11,14-01-2023 3.25,1.62675,0.586,1.041,0.984,0.643,1,Premium Membership
158.251.6.9,14-01-2023 3.30,1.7045,0.767,0.937,0.634,1.07,1,Basic Membership
182.267.14.0,14-01-2023 3.35,1.18925,0.547,0.642,0.583,0.606,1,Premium Membership
190.331.11.15,14-01-2023 3.40,1.3155,0.553,0.762,0.654,0.661,1,Basic Membership
162.292.5.13,14-01-2023 3.45,1.0465,0.628,0.418,0.638,0.408,4,Basic Membership
184.224.10.20,14-01-2023 3.50,1.08625,0.554,0.532,0.546,0.54,0,Basic Membership
165.324.19.0,14-01-2023 3.55,1.5335,0.935,0.599,0.995,0.539,2,Premium Membership
160.236.6.6,14-01-2023 4.00,1.117,0.637,0.48,0.477,0.64,3,Basic Membership
178.282.6.2,14-01-2023 4.05,1.47225,0.353,1.119,0.578,0.894,1,Premium Membership
163.330.15.14,14-01-2023 4.10,1.4745,0.398,1.076,0.862,0.612,0,Premium Membership
177.218.10.11,14-01-2023 4.15,1.01825,0.499,0.519,0.329,0.689,4,Premium Membership
181.341.0.9,14-01-2023 4.20,1.6185,1.052,0.567,0.567,1.052,0,Premium Membership
159.348.7.3,14-01-2023 4.25,1.261,0.87,0.391,0.859,0.402,1,Basic Membership
186.224.12.7,14-01-2023 4.30,1.23975,0.273,0.967,0.576,0.664,0,Basic Membership
167.255.8.7,14-01-2023 4.35,1.66625,0.9,0.766,0.764,0.902,0,Premium Membership
162.308.18.7,14-01-2023 4.40,1.38975,0.611,0.779,0.933,0.457,2,Basic Membership
165.270.17.3,14-01-2023 4.45,1.46875,0.984,0.485,0.955,0.514,3,Basic Membership
151.308.9.5,14-01-2023 4.50,1.39125,0.362,1.029,0.618,0.773,3,Basic Membership
164.296.19.8,14-01-2023 4.55,1.08075,0.638,0.443,0.328,0.753,2,Premium Membership
158.291.0.8,14-01-2023 5.00,1.39875,0.294,1.105,0.827,0.572,1,Basic Membership
184.224.10.20,14-01-2023 5.05,6.154,2.092,4.062,2.885,3.269,2,Basic Membership
177.262.10.20,14-01-2023 5.10,4.8415,1.598,3.244,3.293,1.549,4,Basic Membership
181.252.11.6,14-01-2023 5.15,4.2935,1.03,3.263,2.947,1.346,2,Premium Membership
165.250.7.13,14-01-2023 5.20,4.1065,1.643,2.463,1.281,2.825,2,Basic Membership
170.226.14.20,14-01-2023 5.25,6.2645,1.942,4.322,2.734,3.53,0,Premium Membership
179.267.16.17,14-01-2023 5.30,4.398,1.056,3.342,1.627,2.771,2,Premium Membership
175.322.20.6,14-01-2023 5.35,6.434,4.375,2.059,2.612,3.822,3,Premium Membership
153.215.2.11,14-01-2023 5.40,5.807,1.278,4.529,1.801,4.006,1,Basic Membership
170.233.17.10,14-01-2023 5.45,5.3815,2.96,2.421,1.453,3.928,1,Basic Membership
174.201.5.2,14-01-2023 5.50,6.415,1.989,4.426,3.685,2.73,4,Basic Membership
181.219.18.20,14-01-2023 5.55,5.1015,1.99,3.111,2.294,2.807,3,Basic Membership
154.239.15.4,14-01-2023 6.00,5.314,2.285,3.029,2.616,2.698,4,Premium Membership
177.311.8.13,14-01-2023 6.05,5.3305,2.399,2.931,2.452,2.878,1,Premium Membership
155.339.11.7,14-01-2023 6.10,4.0065,1.362,2.644,2.543,1.463,1,Basic Membership
153.322.17.15,14-01-2023 6.15,5.4875,1.372,4.115,3.402,2.085,2,Basic Membership
162.306.6.15,14-01-2023 6.20,4.936,2.517,2.419,2.627,2.309,2,Premium Membership
185.212.0.16,14-01-2023 6.25,6.296,2.078,4.218,1.927,4.369,3,Basic Membership
150.255.6.17,14-01-2023 6.30,5.139,1.747,3.392,3.017,2.122,2,Basic Membership
168.222.15.10,14-01-2023 6.35,4.748,2.421,2.327,2.397,2.351,3,Premium Membership
169.245.1.7,14-01-2023 6.40,5.3035,1.22,4.083,3.112,2.191,0,Premium Membership
181.268.10.2,14-01-2023 6.45,6.453,2.388,4.065,2.852,3.601,0,Basic Membership
174.267.3.18,14-01-2023 6.50,5.1615,2.632,2.53,2.169,2.993,3,Basic Membership
188.305.12.1,14-01-2023 6.55,5.8615,4.22,1.642,1.616,4.246,1,Basic Membership
163.276.4.3,14-01-2023 7.00,4.791,2.012,2.779,2.382,2.409,4,Basic Membership
175.297.5.9,14-01-2023 7.05,4.5305,3.035,1.495,2.74,1.79,2,Premium Membership
186.258.17.12,14-01-2023 7.10,5.285,1.691,3.594,2.387,2.898,4,Basic Membership
160.259.13.18,14-01-2023 7.15,5.461,2.894,2.567,2.486,2.975,1,Premium Membership
182.335.4.10,14-01-2023 7.20,5.969,3.76,2.209,3.185,2.784,1,Basic Membership
167.288.15.15,14-01-2023 7.25,4.0495,1.822,2.228,2.529,1.521,4,Premium Membership
179.245.12.1,14-01-2023 7.30,5.7635,3.17,2.593,3.561,2.202,1,Premium Membership
153.241.0.9,14-01-2023 7.35,5.3435,1.069,4.274,3.558,1.785,2,Premium Membership
166.293.0.18,14-01-2023 7.40,4.988,3.192,1.796,1.54,3.448,2,Basic Membership
179.260.11.18,14-01-2023 7.45,4.181,2.969,1.212,2.593,1.588,3,Premium Membership
164.336.6.19,14-01-2023 7.50,6.1815,4.203,1.978,1.535,4.646,1,Basic Membership
183.291.11.8,14-01-2023 7.55,4.5405,2.406,2.134,2.562,1.978,3,Basic Membership
185.322.18.0,14-01-2023 8.00,4.731,2.649,2.082,1.713,3.018,0,Basic Membership
154.266.3.11,14-01-2023 8.05,4.47,3.308,1.162,2.271,2.199,0,Basic Membership
162.327.7.1,14-01-2023 8.10,5.8875,3.12,2.768,3.758,2.13,0,Basic Membership
166.287.7.7,14-01-2023 8.15,5.9895,2.995,2.994,3.025,2.964,1,Premium Membership
174.218.2.16,14-01-2023 8.20,4.291,2.36,1.931,2.888,1.403,2,Basic Membership
154.302.5.20,14-01-2023 8.25,5.706,3.481,2.225,2.219,3.487,2,Basic Membership
174.281.6.15,14-01-2023 8.30,5.095,3.465,1.63,3.593,1.502,3,Premium Membership
172.292.20.8,14-01-2023 8.35,5.7505,4.255,1.495,3.057,2.693,3,Basic Membership
158.236.10.6,14-01-2023 8.40,4.6775,3.134,1.544,2.517,2.161,4,Basic Membership
163.200.9.16,14-01-2023 8.45,5.38,2.26,3.12,2.04,3.34,3,Basic Membership
171.262.7.12,14-01-2023 8.50,4.492,1.482,3.01,1.347,3.145,0,Premium Membership
160.258.8.18,14-01-2023 8.55,5.353,2.141,3.212,2.002,3.351,3,Basic Membership
174.304.17.15,14-01-2023 9.00,5.755,2.82,2.935,2.742,3.013,2,Basic Membership
183.226.1.7,14-01-2023 9.05,6.0105,2.224,3.787,4.199,1.812,1,Basic Membership
160.265.17.9,14-01-2023 9.10,4.543,2.453,2.09,1.446,3.097,2,Basic Membership
163.225.9.10,14-01-2023 9.15,4.957,2.429,2.528,1.842,3.115,1,Basic Membership
150.203.8.2,14-01-2023 9.20,5.4965,1.924,3.573,1.688,3.809,1,Premium Membership
167.346.12.13,14-01-2023 9.25,5.8345,3.384,2.451,2.294,3.541,0,Basic Membership
151.263.16.19,14-01-2023 9.30,4.0525,0.811,3.242,2.562,1.491,4,Basic Membership
154.342.16.16,14-01-2023 9.35,5.8705,4.403,1.468,2.627,3.244,4,Basic Membership
186.349.1.4,14-01-2023 9.40,6.118,4.344,1.774,2.452,3.666,0,Basic Membership
172.341.12.20,14-01-2023 9.45,4.33,2.468,1.862,2.912,1.418,1,Basic Membership
185.207.2.7,14-01-2023 9.50,5.6,3.528,2.072,1.62,3.98,1,Premium Membership
154.267.2.16,14-01-2023 9.55,4.1405,3.064,1.077,1.709,2.432,2,Premium Membership
178.320.5.18,14-01-2023 10.00,5.4875,1.536,3.951,1.76,3.727,3,Premium Membership
151.263.16.19,14-01-2023 10.05,6.475,2.978,3.497,2.787,3.688,1,Basic Membership
164.271.18.6,14-01-2023 10.10,4.0685,2.238,1.831,1.713,2.356,2,Premium Membership
173.318.16.18,14-01-2023 10.15,5.3665,1.986,3.381,3.231,2.136,1,Basic Membership
151.258.4.14,14-01-2023 10.20,4.62,3.188,1.432,2.783,1.837,0,Premium Membership
180.299.13.12,14-01-2023 10.25,4.294,2.791,1.503,1.945,2.349,1,Premium Membership
188.243.20.12,14-01-2023 10.30,4.616,2.031,2.585,2.925,1.691,2,Basic Membership
150.245.18.13,14-01-2023 10.35,6.4075,3.973,2.434,2.259,4.148,1,Basic Membership
183.225.5.0,14-01-2023 10.40,4.8155,1.059,3.756,2.486,2.329,2,Basic Membership
155.209.7.3,14-01-2023 10.45,6.389,3.833,2.556,2.824,3.565,3,Basic Membership
160.334.2.10,14-01-2023 10.50,4.526,3.032,1.494,1.994,2.532,2,Premium Membership
150.336.8.8,14-01-2023 10.55,5.421,1.681,3.74,2.402,3.019,1,Basic Membership
181.233.17.14,14-01-2023 11.00,5.289,1.269,4.02,2.674,2.615,3,Premium Membership
164.303.0.16,14-01-2023 11.05,4.2055,0.883,3.322,2.596,1.609,3,Premium Membership
186.264.9.19,14-01-2023 11.10,4.522,2.216,2.306,1.31,3.212,2,Premium Membership
186.202.9.11,14-01-2023 11.15,3.5725,1.179,2.393,2.477,1.095,0,Premium Membership
157.289.18.5,14-01-2023 11.20,3.664,1.832,1.832,1.704,1.96,3,Basic Membership
163.276.4.3,14-01-2023 11.25,4.4665,1.563,2.904,3.067,1.4,0,Basic Membership
189.230.6.1,14-01-2023 11.30,3.8905,1.401,2.489,2.328,1.562,3,Basic Membership
166.261.4.2,14-01-2023 11.35,4.423,1.637,2.786,1.603,2.82,4,Basic Membership
178.259.11.6,14-01-2023 11.40,3.6475,2.225,1.422,1.056,2.591,1,Premium Membership
183.233.1.17,14-01-2023 11.45,4.165,2.666,1.499,1.872,2.293,2,Basic Membership
174.226.12.2,14-01-2023 11.50,4.4045,0.881,3.523,1.629,2.775,3,Premium Membership
156.233.15.16,14-01-2023 11.55,4.856,2.331,2.525,1.968,2.888,2,Basic Membership
175.252.11.17,14-01-2023 12.00,3.7775,1.133,2.644,2.463,1.314,2,Basic Membership
179.233.2.10,14-01-2023 12.05,3.711,1.15,2.561,1.586,2.125,0,Basic Membership
180.207.11.9,14-01-2023 12.10,4.3635,3.229,1.135,1.284,3.08,2,Basic Membership
188.337.13.15,14-01-2023 12.15,3.989,2.633,1.356,2.133,1.856,4,Basic Membership
185.249.18.8,14-01-2023 12.20,4.8885,1.467,3.421,1.76,3.128,4,Basic Membership
161.226.18.5,14-01-2023 12.25,3.9395,2.718,1.221,2.074,1.865,3,Basic Membership
189.284.19.16,14-01-2023 12.30,4.6375,1.206,3.432,1.795,2.843,4,Basic Membership
184.209.0.14,14-01-2023 12.35,3.9235,0.981,2.943,1.04,2.884,0,Basic Membership
156.268.7.16,14-01-2023 12.40,4.052,1.256,2.796,1.058,2.994,1,Premium Membership
189.224.12.7,14-01-2023 12.45,3.682,1.473,2.209,1.679,2.003,1,Basic Membership
175.278.4.8,14-01-2023 12.50,4.77,2.48,2.29,2.299,2.471,4,Premium Membership
186.273.18.3,14-01-2023 12.55,4.6125,1.245,3.367,2.717,1.895,3,Basic Membership
168.201.13.4,14-01-2023 13.00,4.6775,1.59,3.088,2.163,2.515,2,Basic Membership
152.217.12.16,14-01-2023 13.05,3.862,2.742,1.12,1.733,2.129,4,Basic Membership
164.201.10.20,14-01-2023 13.10,4.037,2.503,1.534,0.961,3.076,3,Premium Membership
168.257.11.0,14-01-2023 13.15,4.8435,1.937,2.906,2.044,2.799,0,Premium Membership
184.336.0.2,14-01-2023 13.20,4.1555,1.08,3.075,1.543,2.612,2,Basic Membership
158.311.0.2,14-01-2023 13.25,3.532,1.625,1.907,1.282,2.25,4,Basic Membership
186.270.16.6,14-01-2023 13.30,4.4755,2.641,1.835,2.603,1.873,0,Basic Membership
179.299.4.1,14-01-2023 13.35,4.9485,2.474,2.474,2.4,2.548,0,Premium Membership
179.202.7.13,14-01-2023 13.40,4.3535,2.22,2.134,1.971,2.383,3,Basic Membership
189.289.1.8,14-01-2023 13.45,3.7555,2.742,1.014,2.321,1.435,0,Premium Membership
189.326.18.12,14-01-2023 13.50,3.889,1.556,2.333,0.941,2.948,0,Basic Membership
186.337.1.19,14-01-2023 13.55,3.589,0.969,2.62,1.389,2.2,3,Premium Membership
180.293.14.15,14-01-2023 14.00,3.7885,2.766,1.022,1.475,2.313,1,Basic Membership
154.342.16.16,14-01-2023 14.05,7.5545,3.324,4.231,2.593,4.962,2,Basic Membership
161.331.11.9,14-01-2023 14.10,6.4345,1.737,4.697,2.944,3.49,2,Basic Membership
156.231.0.4,14-01-2023 14.15,7.775,3.732,4.043,4.45,3.325,0,Basic Membership
187.333.7.12,14-01-2023 14.20,6.764,3.382,3.382,2.266,4.498,2,Basic Membership
177.312.6.15,14-01-2023 14.25,7.539,4.674,2.865,4.446,3.093,3,Basic Membership
185.313.17.0,14-01-2023 14.30,5.8155,2.035,3.78,3.146,2.669,2,Premium Membership
178.257.16.5,14-01-2023 14.35,6.297,3.4,2.897,1.749,4.548,3,Premium Membership
174.225.15.8,14-01-2023 14.40,6.5345,4.051,2.484,2.408,4.127,0,Basic Membership
190.331.16.5,14-01-2023 14.45,7.987,3.594,4.393,4.109,3.878,1,Premium Membership
162.223.12.4,14-01-2023 14.50,7.3735,5.014,2.359,3.188,4.185,1,Basic Membership
167.291.3.10,14-01-2023 14.55,5.8855,1.471,4.415,1.898,3.988,0,Premium Membership
153.233.0.10,14-01-2023 15.00,5.8565,2.343,3.513,3.385,2.471,1,Premium Membership
169.207.20.0,14-01-2023 15.05,7.771,4.663,3.108,2.316,5.455,2,Premium Membership
161.204.16.2,14-01-2023 15.10,7.8125,4.609,3.204,3.145,4.668,3,Basic Membership
170.213.20.1,14-01-2023 15.15,7.983,3.912,4.071,2.539,5.444,0,Premium Membership
183.340.10.8,14-01-2023 15.20,9.2815,5.383,3.898,3.432,5.849,3,Basic Membership
190.346.8.7,14-01-2023 15.25,8.183,5.81,2.373,1.969,6.214,2,Basic Membership
156.211.8.7,14-01-2023 15.30,8.112,5.76,2.352,3.205,4.907,4,Premium Membership
165.297.14.12,14-01-2023 15.35,8.7245,4.624,4.101,2.448,6.277,1,Basic Membership
177.291.0.9,14-01-2023 15.40,8.75,4.638,4.112,5.436,3.314,4,Premium Membership
171.252.8.3,14-01-2023 15.45,9.136,6.761,2.375,4.318,4.818,3,Premium Membership
174.299.9.7,14-01-2023 15.50,9.6895,6.201,3.489,4.24,5.45,2,Basic Membership
151.200.12.5,14-01-2023 15.55,9.2495,3.145,6.104,4.76,4.489,3,Basic Membership
182.306.10.10,14-01-2023 16.00,8.694,3.999,4.695,4.881,3.813,3,Premium Membership
179.299.4.1,14-01-2023 16.05,7.9805,2.075,5.905,2.799,5.181,3,Premium Membership
181.300.14.11,14-01-2023 16.10,8.9205,5.352,3.569,3.89,5.031,4,Basic Membership
161.204.16.2,14-01-2023 16.15,8.748,3.062,5.686,2.926,5.822,3,Basic Membership
179.243.10.19,14-01-2023 16.20,8.905,3.918,4.987,3.562,5.343,2,Premium Membership
163.316.9.1,14-01-2023 16.25,9.0615,6.706,2.356,4.834,4.228,4,Premium Membership
177.270.18.10,14-01-2023 16.30,8.9785,2.065,6.914,5.32,3.659,3,Basic Membership
188.312.7.9,14-01-2023 16.35,7.6805,4.455,3.226,3.599,4.082,1,Premium Membership
169.219.2.17,14-01-2023 16.40,9.2985,4.649,4.65,5.765,3.534,2,Premium Membership
175.242.20.2,14-01-2023 16.45,8.2895,2.984,5.306,3.86,4.43,0,Premium Membership
182.239.19.3,14-01-2023 16.50,9.596,6.909,2.687,5.474,4.122,2,Basic Membership
180.226.13.14,14-01-2023 16.55,8.4165,1.852,6.564,2.294,6.122,4,Premium Membership
185.291.15.16,14-01-2023 17.00,9.387,3.192,6.195,2.499,6.888,1,Basic Membership
186.218.3.6,14-01-2023 17.05,9.488,5.788,3.7,2.103,7.385,0,Basic Membership
173.318.16.18,14-01-2023 17.10,9.6215,4.715,4.906,7.069,2.552,0,Basic Membership
163.345.11.19,14-01-2023 17.15,7.813,1.719,6.094,4.014,3.799,3,Basic Membership
155.326.6.11,14-01-2023 17.20,9.2995,4.185,5.115,3.818,5.482,0,Basic Membership
169.217.14.15,14-01-2023 17.25,7.5985,4.407,3.191,2.512,5.086,0,Basic Membership
172.273.11.2,14-01-2023 17.30,9.918,4.959,4.959,4.711,5.207,1,Basic Membership
184.285.3.1,14-01-2023 17.35,9.624,2.791,6.833,4.315,5.309,1,Basic Membership
184.209.0.14,14-01-2023 17.40,7.963,3.663,4.3,3.838,4.125,3,Basic Membership
161.295.20.2,14-01-2023 17.45,7.6525,5.663,1.989,5.115,2.537,2,Basic Membership
160.233.9.2,14-01-2023 17.50,8.8575,3.454,5.403,2.737,6.12,1,Basic Membership
187.231.18.20,14-01-2023 17.55,8.172,3.187,4.985,4.907,3.265,2,Basic Membership
180.239.10.3,14-01-2023 18.00,8.9005,2.403,6.497,3.385,5.515,4,Basic Membership
151.310.6.19,14-01-2023 18.05,7.5855,2.731,4.854,2.564,5.021,1,Premium Membership
177.335.17.17,14-01-2023 18.10,8.204,4.84,3.364,3.586,4.618,0,Premium Membership
152.323.18.10,14-01-2023 18.15,7.5335,2.335,5.199,3.947,3.587,4,Basic Membership
176.322.18.0,14-01-2023 18.20,7.8165,2.345,5.471,3.119,4.697,3,Premium Membership
177.328.3.0,14-01-2023 18.25,8.4555,3.805,4.651,3.852,4.604,3,Premium Membership
188.337.13.15,14-01-2023 18.30,8.832,1.766,7.066,4.257,4.575,0,Basic Membership
163.316.9.1,14-01-2023 18.35,9.962,4.981,4.981,3.835,6.127,4,Premium Membership
185.270.6.7,14-01-2023 18.40,9.4615,5.582,3.879,5.652,3.809,1,Premium Membership
182.267.14.0,14-01-2023 18.45,8.729,2.357,6.372,3.665,5.064,1,Premium Membership
187.263.5.7,14-01-2023 18.50,7.5035,3.452,4.051,2.617,4.886,0,Basic Membership
